ID da Transação;Data;Hora;Produto;Unidade Vendida;Unidade da Cafeteria;Tipo de Cliente;Valor da Venda
5299;2025-04-21;13:09;Café Espresso;3;Universidade;Regular;16.5
5300;2025-06-05;12:27;Café Espresso;1;Universidade;Novo;5.5
5301;2025-01-20;16:34;Café Espresso;2;Centro;Regular;11.0
5302;2025-09-12;20:07;Café Espresso;2;Universidade;Regular;11.0
5303;2025-07-20;09:49;Sanduíche Natural;1;Universidade;Regular;12.0
5304;2025-06-02;16:20;Pão de Queijo;2;Rodoviária;Regular;8.0
5305;2025-08-10;06:28;Cappuccino;1;Shopping;Regular;7.0
5306;2025-01-20;13:29;Cappuccino;3;Centro;Novo;21.0
5307;2025-05-03;13:34;Pão de Queijo;1;Rodoviária;Novo;4.0
5308;2025-06-14;06:19;Café Espresso;1;Universidade;Regular;5.5
5309;2025-08-10;14:15;Cappuccino;3;Centro;Novo;21.0
5310;2025-07-28;14:30;Sanduíche Natural;2;Rodoviária;Novo;24.0
5311;2025-03-11;06:58;Suco de Laranja;2;Rodoviária;Regular;12.0
5312;2025-09-13;20:47;Pão de Queijo;1;Shopping;Regular;4.0
5313;2025-01-31;12:05;Pão de Queijo;1;Centro;Novo;4.0
5314;2025-08-24;19:54;Cappuccino;3;Shopping;Regular;21.0
5315;2025-09-22;12:55;Pão de Queijo;3;Rodoviária;Novo;12.0
5316;2025-02-14;13:41;Pão de Queijo;2;Centro;Regular;8.0
5317;2025-07-10;19:10;Suco de Laranja;2;Shopping;Regular;12.0
5318;2025-01-10;07:11;Café Espresso;3;Universidade;Regular;16.5
5319;2025-04-14;17:59;Salgado;1;Centro;Regular;7.0
5320;2025-05-14;09:51;Cappuccino;3;Shopping;Corporativo;21.0
5321;2025-05-31;18:46;Pão de Queijo;2;Centro;Regular;8.0
5322;2025-09-11;16:57;Bolo de Chocolate;1;Shopping;Corporativo;8.5
5323;2025-06-26;17:12;Pão de Queijo;3;Shopping;Novo;12.0
5324;2025-05-04;13:15;Pão de Queijo;2;Centro;Corporativo;8.0
5325;2025-08-05;19:28;Café Espresso;1;Rodoviária;Novo;5.5
5326;2025-09-15;08:59;Cappuccino;1;Shopping;Novo;7.0
5327;2025-01-06;18:30;Cappuccino;1;Universidade;Regular;7.0
5328;2025-09-25;18:11;Café Espresso;1;Universidade;Novo;5.5
5329;2025-01-22;08:01;Café Espresso;1;Centro;Regular;5.5
5330;2025-08-06;06:07;Bolo de Chocolate;3;Centro;Regular;25.5
5331;2025-03-12;19:40;Café Espresso;1;Centro;Novo;5.5
5332;2025-02-02;14:58;Café Espresso;3;Centro;Novo;16.5
5333;2025-04-23;13:52;Pão de Queijo;1;Universidade;Regular;4.0
5334;2025-06-18;06:40;Chá Gelado;2;Universidade;Novo;13.0
5335;2025-04-07;11:27;Salgado;1;Rodoviária;Regular;7.0
5336;2025-01-14;20:22;Chá Gelado;3;Universidade;Regular;19.5
5337;2025-06-06;13:12;Pão de Queijo;2;Centro;Regular;8.0
5338;2025-09-01;10:53;Cappuccino;2;Shopping;Regular;14.0
5339;2025-04-08;17:12;Suco de Laranja;3;Centro;Regular;18.0
5340;2025-02-24;12:22;Cappuccino;2;Centro;Regular;14.0
5341;2025-04-24;07:45;Café Espresso;3;Shopping;Regular;16.5
5342;2025-01-12;16:27;Cappuccino;1;Shopping;Novo;7.0
5343;2025-08-08;19:16;Cappuccino;1;Shopping;Regular;7.0
5344;2025-08-09;13:52;Bolo de Chocolate;3;Centro;Regular;25.5
5345;2025-06-03;15:33;Pão de Queijo;1;Shopping;Regular;4.0
5346;2025-03-31;08:47;Café Espresso;2;Centro;Novo;11.0
5347;2025-08-02;11:09;Chá Gelado;1;Shopping;Corporativo;6.5
5348;2025-05-24;11:07;Pão de Queijo;1;Shopping;Novo;4.0
5349;2025-08-09;10:36;Pão de Queijo;2;Centro;Regular;8.0
5350;2025-06-15;12:25;Chá Gelado;2;Centro;Regular;13.0
5351;2025-07-28;18:15;Café Espresso;1;Centro;Regular;5.5
5352;2025-06-05;19:30;Salgado;1;Centro;Regular;7.0
5353;2025-04-16;10:31;Cappuccino;1;Centro;Regular;7.0
5354;2025-09-18;20:08;Bolo de Chocolate;3;Rodoviária;Regular;25.5
5355;2025-05-21;11:54;Chá Gelado;3;Centro;Regular;19.5
5356;2025-06-07;17:39;Pão de Queijo;1;Rodoviária;Corporativo;4.0
5357;2025-02-25;18:36;Café Espresso;1;Shopping;Corporativo;5.5
5358;2025-06-13;19:15;Café Espresso;2;Shopping;Regular;11.0
5359;2025-05-29;16:19;Cappuccino;1;Universidade;Regular;7.0
5360;2025-02-16;20:43;Salgado;1;Universidade;Corporativo;7.0
5361;2025-01-15;20:55;Cappuccino;3;Centro;Regular;21.0
5362;2025-06-07;17:25;Cappuccino;3;Centro;Corporativo;21.0
5363;2025-07-22;14:00;Salgado;3;Universidade;Regular;21.0
5364;2025-05-16;08:43;Café Espresso;2;Centro;Regular;11.0
5365;2025-02-26;09:44;Sanduíche Natural;1;Shopping;Regular;12.0
5366;2025-06-25;12:05;Cappuccino;3;Rodoviária;Novo;21.0
5367;2025-01-20;15:09;Café Espresso;2;Shopping;Novo;11.0
5368;2025-04-24;16:32;Café Espresso;1;Centro;Regular;5.5
5369;2025-02-10;09:05;Espresso Duplo;1;Centro;Novo;8.0
5370;2025-02-15;08:30;Pão de Queijo;2;Centro;Regular;8.0
5371;2025-02-20;07:17;Cappuccino;1;Shopping;Regular;7.0
5372;2025-04-09;15:27;Pão de Queijo;2;Shopping;Novo;8.0
5373;2025-01-13;17:03;Bolo de Chocolate;2;Shopping;Regular;17.0
5374;2025-04-12;18:00;Cappuccino;3;Centro;Novo;21.0
5375;2025-05-13;20:41;Suco de Laranja;2;Centro;Corporativo;12.0
5376;2025-05-05;07:15;Cappuccino;3;Rodoviária;Regular;21.0
5377;2025-04-08;18:57;Café Espresso;1;Centro;Novo;5.5
5378;2025-08-13;20:01;Pão de Queijo;3;Shopping;Regular;12.0
5379;2025-02-06;09:35;Café Espresso;2;Centro;Regular;11.0
5380;2025-05-11;06:38;Espresso Duplo;3;Centro;Regular;24.0
5381;2025-01-16;12:25;Café Espresso;1;Rodoviária;Novo;5.5
5382;2025-01-18;16:57;Suco de Laranja;3;Centro;Regular;18.0
5383;2025-05-30;15:00;Cappuccino;1;Shopping;Corporativo;7.0
5384;2025-05-27;16:23;Sanduíche Natural;2;Centro;Novo;24.0
5385;2025-08-25;15:13;Café Espresso;3;Shopping;Regular;16.5
5386;2025-05-25;19:06;Espresso Duplo;1;Rodoviária;Regular;8.0
5387;2025-09-18;12:42;Café Espresso;1;Centro;Novo;5.5
5388;2025-01-12;11:59;Salgado;3;Centro;Novo;21.0
5389;2025-01-25;09:26;Pão de Queijo;3;Centro;Regular;12.0
5390;2025-01-11;13:01;Cappuccino;3;Shopping;Regular;21.0
5391;2025-02-16;12:50;Cappuccino;3;Shopping;Corporativo;21.0
5392;2025-05-21;19:18;Sanduíche Natural;3;Rodoviária;Regular;36.0
5393;2025-06-19;19:06;Café Espresso;1;Centro;Regular;5.5
5394;2025-01-12;17:02;Suco de Laranja;2;Universidade;Novo;12.0
5395;2025-09-14;20:46;Cappuccino;1;Centro;Novo;7.0
5396;2025-08-14;10:07;Pingado;3;Centro;Regular;10.5
5397;2025-03-16;19:35;Bolo de Chocolate;3;Universidade;Novo;25.5
5398;2025-01-20;12:06;Café Espresso;2;Rodoviária;Regular;11.0
5399;2025-02-12;07:45;Cappuccino;3;Centro;Novo;21.0
5400;2025-02-01;13:57;Café Espresso;2;Centro;Regular;11.0
5401;2025-01-31;17:09;Cappuccino;3;Shopping;Novo;21.0
5402;2025-05-14;20:13;Cappuccino;1;Universidade;Regular;7.0
5403;2025-03-03;14:37;Sanduíche Natural;2;Rodoviária;Novo;24.0
5404;2025-04-01;19:04;Salgado;1;Centro;Novo;7.0
5405;2025-09-27;06:00;Café Espresso;3;Universidade;Corporativo;16.5
5406;2025-06-30;14:19;Pão de Queijo;1;Centro;Regular;4.0
5407;2025-09-15;06:10;Café Espresso;1;Shopping;Novo;5.5
5408;2025-02-05;15:43;Cappuccino;1;Centro;Regular;7.0
5409;2025-04-08;08:05;Café Espresso;2;Centro;Regular;11.0
5410;2025-05-24;19:42;Suco de Laranja;2;Rodoviária;Regular;12.0
5411;2025-01-19;18:44;Espresso Duplo;2;Shopping;Regular;16.0
5412;2025-01-02;16:07;Café Espresso;1;Centro;Regular;5.5
5413;2025-06-26;18:09;Cappuccino;1;Universidade;Novo;7.0
5414;2025-06-18;07:23;Café Espresso;3;Universidade;Novo;16.5
5415;2025-04-15;19:47;Chá Gelado;2;Centro;Regular;13.0
5416;2025-05-07;06:31;Café Espresso;3;Shopping;Regular;16.5
5417;2025-04-17;16:33;Pão de Queijo;1;Shopping;Regular;4.0
5418;2025-01-06;13:54;Sanduíche Natural;2;Centro;Corporativo;24.0
5419;2025-03-26;10:28;Café Espresso;3;Rodoviária;Regular;16.5
5420;2025-02-14;15:33;Pão de Queijo;1;Shopping;Regular;4.0
5421;2025-01-25;14:36;Café Espresso;1;Rodoviária;Regular;5.5
5422;2025-09-17;13:28;Salgado;1;Shopping;Regular;7.0
5423;2025-06-06;09:45;Cappuccino;2;Universidade;Regular;14.0
5424;2025-07-12;14:41;Pingado;2;Centro;Regular;7.0
5425;2025-03-21;12:33;Chá Gelado;3;Shopping;Corporativo;19.5
5426;2025-04-11;08:29;Suco de Laranja;1;Universidade;Novo;6.0
5427;2025-03-01;07:52;Pão de Queijo;2;Centro;Novo;8.0
5428;2025-01-24;07:31;Suco de Laranja;2;Universidade;Regular;12.0
5429;2025-02-14;10:28;Café Espresso;1;Centro;Regular;5.5
5430;2025-08-01;14:01;Cappuccino;1;Universidade;Regular;7.0
5431;2025-06-28;14:38;Café Espresso;3;Rodoviária;Regular;16.5
5432;2025-05-22;12:45;Bolo de Chocolate;3;Shopping;Regular;25.5
5433;2025-05-03;10:07;Salgado;3;Centro;Regular;21.0
5434;2025-09-07;12:53;Espresso Duplo;2;Shopping;Novo;16.0
5435;2025-01-18;07:37;Bolo de Chocolate;2;Universidade;Regular;17.0
5436;2025-03-12;19:17;Suco de Laranja;2;Rodoviária;Regular;12.0
5437;2025-03-30;06:40;Chá Gelado;2;Centro;Regular;13.0
5438;2025-07-28;18:15;Chá Gelado;2;Universidade;Regular;13.0
5439;2025-09-28;10:09;Pão de Queijo;1;Centro;Novo;4.0
5440;2025-03-02;15:03;Café Espresso;3;Universidade;Regular;16.5
5441;2025-08-24;17:58;Pão de Queijo;3;Rodoviária;Novo;12.0
5442;2025-08-11;13:46;Pão de Queijo;3;Rodoviária;Regular;12.0
5443;2025-02-26;10:54;Bolo de Chocolate;3;Universidade;Regular;25.5
5444;2025-04-12;08:46;Pingado;1;Shopping;Regular;3.5
5445;2025-04-15;13:39;Chá Gelado;2;Rodoviária;Regular;13.0
5446;2025-09-24;08:08;Cappuccino;2;Shopping;Novo;14.0
5447;2025-02-15;19:55;Café Espresso;2;Centro;Corporativo;11.0
5448;2025-08-02;06:39;Café Espresso;3;Rodoviária;Regular;16.5
5449;2025-03-26;17:58;Café Espresso;3;Shopping;Novo;16.5
5450;2025-07-13;20:03;Cappuccino;1;Shopping;Regular;7.0
5451;2025-04-18;11:15;Sanduíche Natural;1;Centro;Corporativo;12.0
5452;2025-05-31;15:56;Cappuccino;2;Centro;Corporativo;14.0
5453;2025-08-11;10:22;Pão de Queijo;2;Shopping;Regular;8.0
5454;2025-08-03;18:46;Café Espresso;2;Shopping;Corporativo;11.0
5455;2025-08-21;06:56;Pão de Queijo;2;Shopping;Novo;8.0
5456;2025-01-15;19:53;Sanduíche Natural;2;Centro;Corporativo;24.0
5457;2025-07-02;16:51;Suco de Laranja;2;Shopping;Novo;12.0
5458;2025-02-04;11:36;Café Espresso;3;Universidade;Regular;16.5
5459;2025-04-17;08:38;Sanduíche Natural;1;Shopping;Novo;12.0
5460;2025-05-23;08:12;Cappuccino;1;Rodoviária;Novo;7.0
5461;2025-04-13;19:47;Bolo de Chocolate;3;Centro;Regular;25.5
5462;2025-05-15;20:44;Café Espresso;2;Rodoviária;Novo;11.0
5463;2025-09-29;07:45;Bolo de Chocolate;2;Universidade;Novo;17.0
5464;2025-02-03;09:38;Café Espresso;2;Centro;Corporativo;11.0
5465;2025-06-27;10:13;Bolo de Chocolate;1;Centro;Novo;8.5
5466;2025-04-11;14:09;Bolo de Chocolate;1;Universidade;Regular;8.5
5467;2025-02-02;20:06;Café Espresso;2;Rodoviária;Corporativo;11.0
5468;2025-02-09;17:45;Chá Gelado;2;Rodoviária;Novo;13.0
5469;2025-09-15;14:45;Café Espresso;3;Shopping;Regular;16.5
5470;2025-08-25;14:27;Chá Gelado;2;Centro;Regular;13.0
5471;2025-09-02;07:16;Cappuccino;3;Centro;Novo;21.0
5472;2025-09-28;16:51;Suco de Laranja;2;Centro;Regular;12.0
5473;2025-02-22;09:12;Bolo de Chocolate;2;Centro;Corporativo;17.0
5474;2025-04-01;07:02;Café Espresso;2;Shopping;Corporativo;11.0
5475;2025-06-25;08:36;Cappuccino;3;Shopping;Regular;21.0
5476;2025-05-05;06:40;Pão de Queijo;3;Universidade;Regular;12.0
5477;2025-04-17;13:07;Sanduíche Natural;3;Centro;Regular;36.0
5478;2025-04-01;08:01;Espresso Duplo;1;Centro;Regular;8.0
5479;2025-06-04;06:11;Café Espresso;1;Shopping;Regular;5.5
5480;2025-05-30;11:12;Cappuccino;2;Rodoviária;Regular;14.0
5481;2025-02-10;15:16;Bolo de Chocolate;3;Rodoviária;Novo;25.5
5482;2025-05-02;19:42;Pão de Queijo;3;Centro;Corporativo;12.0
5483;2025-05-24;10:56;Espresso Duplo;2;Shopping;Regular;16.0
5484;2025-05-29;16:08;Café Espresso;2;Shopping;Novo;11.0
5485;2025-02-22;18:59;Cappuccino;2;Shopping;Regular;14.0
5486;2025-07-16;20:51;Bolo de Chocolate;2;Centro;Novo;17.0
5487;2025-01-07;12:29;Café Espresso;3;Shopping;Regular;16.5
5488;2025-04-01;16:54;Suco de Laranja;1;Centro;Regular;6.0
5489;2025-07-27;09:20;Café Espresso;3;Universidade;Regular;16.5
5490;2025-05-27;16:08;Pão de Queijo;1;Shopping;Regular;4.0
5491;2025-03-07;12:15;Bolo de Chocolate;2;Shopping;Regular;17.0
5492;2025-07-03;12:57;Cappuccino;1;Shopping;Regular;7.0
5493;2025-05-28;12:30;Café Espresso;3;Universidade;Regular;16.5
5494;2025-08-01;14:04;Espresso Duplo;3;Centro;Regular;24.0
5495;2025-07-14;11:50;Chá Gelado;3;Shopping;Regular;19.5
5496;2025-06-09;06:58;Chá Gelado;3;Rodoviária;Regular;19.5
5497;2025-05-06;17:17;Pingado;3;Centro;Novo;10.5
5498;2025-02-03;13:12;Café Espresso;3;Shopping;Regular;16.5
5499;2025-03-07;06:09;Café Espresso;2;Centro;Regular;11.0
5500;2025-04-18;12:36;Café Espresso;1;Universidade;Regular;5.5
5501;2025-06-06;18:21;Chá Gelado;2;Centro;Regular;13.0
5502;2025-05-13;13:51;Suco de Laranja;1;Shopping;Regular;6.0
5503;2025-03-14;11:13;Bolo de Chocolate;1;Shopping;Regular;8.5
5504;2025-01-02;16:18;Chá Gelado;1;Centro;Regular;6.5
5505;2025-05-08;12:33;Pão de Queijo;3;Shopping;Novo;12.0
5506;2025-03-13;17:39;Café Espresso;3;Shopping;Novo;16.5
5507;2025-07-14;18:38;Café Espresso;3;Shopping;Regular;16.5
5508;2025-01-06;17:27;Café Espresso;1;Centro;Regular;5.5
5509;2025-06-02;13:15;Cappuccino;1;Shopping;Regular;7.0
5510;2025-09-13;07:50;Cappuccino;1;Centro;Regular;7.0
5511;2025-02-13;17:03;Salgado;2;Centro;Regular;14.0
5512;2025-05-02;17:56;Café Espresso;3;Universidade;Novo;16.5
5513;2025-01-23;17:11;Suco de Laranja;3;Universidade;Regular;18.0
5514;2025-06-13;10:53;Pão de Queijo;3;Centro;Regular;12.0
5515;2025-05-23;06:35;Pingado;2;Centro;Novo;7.0
5516;2025-04-14;19:19;Suco de Laranja;2;Centro;Corporativo;12.0
5517;2025-05-15;15:55;Espresso Duplo;2;Universidade;Regular;16.0
5518;2025-08-30;13:25;Cappuccino;1;Universidade;Regular;7.0
5519;2025-02-18;11:55;Café Espresso;2;Shopping;Novo;11.0
5520;2025-01-06;14:04;Pão de Queijo;1;Universidade;Novo;4.0
5521;2025-08-20;06:48;Café Espresso;1;Rodoviária;Regular;5.5
5522;2025-05-31;07:01;Pão de Queijo;3;Rodoviária;Novo;12.0
5523;2025-08-28;10:54;Cappuccino;3;Rodoviária;Corporativo;21.0
5524;2025-06-05;12:35;Pão de Queijo;2;Universidade;Novo;8.0
5525;2025-08-05;18:19;Espresso Duplo;1;Centro;Regular;8.0
5526;2025-04-20;19:29;Cappuccino;1;Centro;Regular;7.0
5527;2025-07-18;16:30;Pingado;1;Universidade;Regular;3.5
5528;2025-09-04;15:02;Café Espresso;3;Centro;Regular;16.5
5529;2025-05-29;16:01;Café Espresso;3;Centro;Novo;16.5
5530;2025-02-15;08:55;Pão de Queijo;3;Centro;Corporativo;12.0
5531;2025-03-09;20:16;Sanduíche Natural;3;Universidade;Regular;36.0
5532;2025-02-19;09:06;Suco de Laranja;3;Shopping;Regular;18.0
5533;2025-03-03;10:33;Suco de Laranja;3;Centro;Regular;18.0
5534;2025-03-19;06:53;Cappuccino;2;Universidade;Novo;14.0
5535;2025-05-24;18:44;Café Espresso;2;Rodoviária;Novo;11.0
5536;2025-06-03;10:02;Café Espresso;2;Shopping;Regular;11.0
5537;2025-04-20;16:58;Cappuccino;2;Shopping;Novo;14.0
5538;2025-06-10;20:47;Pingado;1;Centro;Novo;3.5
5539;2025-01-21;16:56;Chá Gelado;3;Centro;Novo;19.5
5540;2025-01-22;08:49;Café Espresso;3;Shopping;Regular;16.5
5541;2025-02-12;10:40;Suco de Laranja;2;Universidade;Novo;12.0
5542;2025-05-14;13:21;Pão de Queijo;1;Rodoviária;Novo;4.0
5543;2025-02-23;08:53;Café Espresso;2;Shopping;Regular;11.0
5544;2025-03-13;10:16;Cappuccino;3;Shopping;Regular;21.0
5545;2025-04-13;10:13;Pão de Queijo;2;Universidade;Novo;8.0
5546;2025-08-05;12:40;Bolo de Chocolate;1;Centro;Regular;8.5
5547;2025-01-04;17:30;Cappuccino;3;Centro;Regular;21.0
5548;2025-06-20;06:34;Chá Gelado;1;Universidade;Regular;6.5
5549;2025-06-25;13:21;Pão de Queijo;2;Universidade;Regular;8.0
5550;2025-08-01;18:47;Café Espresso;3;Rodoviária;Regular;16.5
5551;2025-09-10;10:28;Cappuccino;1;Shopping;Regular;7.0
5552;2025-01-05;15:17;Suco de Laranja;1;Rodoviária;Novo;6.0
5553;2025-02-08;08:43;Bolo de Chocolate;1;Centro;Corporativo;8.5
5554;2025-08-27;07:48;Suco de Laranja;3;Centro;Regular;18.0
5555;2025-04-28;12:29;Cappuccino;3;Universidade;Novo;21.0
5556;2025-05-27;08:54;Cappuccino;2;Shopping;Novo;14.0
5557;2025-06-24;17:22;Cappuccino;2;Centro;Novo;14.0
5558;2025-06-28;13:16;Café Espresso;3;Universidade;Novo;16.5
5559;2025-09-10;10:25;Bolo de Chocolate;1;Universidade;Novo;8.5
5560;2025-09-30;14:27;Cappuccino;3;Shopping;Novo;21.0
5561;2025-07-10;16:38;Cappuccino;3;Shopping;Regular;21.0
5562;2025-03-14;06:39;Cappuccino;3;Universidade;Regular;21.0
5563;2025-08-25;08:28;Pão de Queijo;3;Universidade;Regular;12.0
5564;2025-01-13;09:19;Suco de Laranja;2;Rodoviária;Regular;12.0
5565;2025-02-27;20:09;Salgado;2;Shopping;Regular;14.0
5566;2025-08-30;19:11;Salgado;1;Centro;Novo;7.0
5567;2025-03-06;13:32;Bolo de Chocolate;3;Shopping;Corporativo;25.5
5568;2025-02-25;13:24;Cappuccino;3;Shopping;Regular;21.0
5569;2025-02-04;14:52;Suco de Laranja;2;Centro;Regular;12.0
5570;2025-08-19;09:03;Café Espresso;2;Centro;Regular;11.0
5571;2025-05-09;14:14;Salgado;3;Centro;Novo;21.0
5572;2025-06-27;13:25;Salgado;2;Centro;Novo;14.0
5573;2025-03-01;20:25;Bolo de Chocolate;3;Shopping;Regular;25.5
5574;2025-07-21;17:06;Café Espresso;1;Shopping;Regular;5.5
5575;2025-07-21;17:34;Pingado;1;Centro;Novo;3.5
5576;2025-03-20;09:31;Suco de Laranja;1;Shopping;Regular;6.0
5577;2025-04-15;14:13;Suco de Laranja;3;Shopping;Regular;18.0
5578;2025-02-22;18:55;Café Espresso;2;Centro;Regular;11.0
5579;2025-09-23;17:43;Cappuccino;1;Shopping;Regular;7.0
5580;2025-06-19;06:31;Café Espresso;3;Universidade;Novo;16.5
5581;2025-09-11;08:29;Cappuccino;1;Rodoviária;Regular;7.0
5582;2025-03-18;17:09;Pão de Queijo;1;Centro;Novo;4.0
5583;2025-07-28;07:17;Sanduíche Natural;2;Universidade;Regular;24.0
5584;2025-07-23;18:28;Cappuccino;3;Shopping;Regular;21.0
5585;2025-07-02;13:37;Bolo de Chocolate;2;Shopping;Regular;17.0
5586;2025-09-20;17:59;Café Espresso;2;Rodoviária;Novo;11.0
5587;2025-04-11;17:28;Cappuccino;2;Shopping;Novo;14.0
5588;2025-02-02;11:35;Espresso Duplo;1;Shopping;Corporativo;8.0
5589;2025-06-26;06:42;Suco de Laranja;1;Universidade;Regular;6.0
5590;2025-07-12;12:39;Pão de Queijo;1;Rodoviária;Novo;4.0
5591;2025-05-30;07:33;Cappuccino;3;Rodoviária;Regular;21.0
5592;2025-02-21;06:03;Cappuccino;2;Rodoviária;Regular;14.0
5593;2025-05-11;11:29;Café Espresso;1;Centro;Regular;5.5
5594;2025-03-20;10:51;Cappuccino;2;Shopping;Regular;14.0
5595;2025-04-20;19:19;Café Espresso;2;Shopping;Regular;11.0
5596;2025-06-19;15:14;Salgado;2;Shopping;Regular;14.0
5597;2025-07-17;12:06;Café Espresso;2;Centro;Regular;11.0
5598;2025-02-28;07:28;Café Espresso;2;Universidade;Corporativo;11.0
5599;2025-04-14;12:33;Bolo de Chocolate;1;Universidade;Novo;8.5
5600;2025-03-09;09:14;Chá Gelado;3;Shopping;Regular;19.5
5601;2025-02-19;06:52;Espresso Duplo;3;Shopping;Novo;24.0
5602;2025-07-28;06:19;Salgado;3;Shopping;Regular;21.0
5603;2025-09-03;18:56;Café Espresso;3;Universidade;Regular;16.5
5604;2025-04-05;18:43;Cappuccino;2;Shopping;Regular;14.0
5605;2025-07-19;13:53;Sanduíche Natural;1;Shopping;Regular;12.0
5606;2025-08-30;20:55;Sanduíche Natural;1;Centro;Regular;12.0
5607;2025-08-15;10:06;Bolo de Chocolate;2;Shopping;Novo;17.0
5608;2025-02-15;13:22;Cappuccino;2;Centro;Regular;14.0
5609;2025-09-17;19:03;Café Espresso;1;Centro;Corporativo;5.5
5610;2025-04-06;10:45;Sanduíche Natural;1;Universidade;Regular;12.0
5611;2025-03-27;15:21;Café Espresso;3;Centro;Novo;16.5
5612;2025-01-16;19:29;Bolo de Chocolate;3;Rodoviária;Regular;25.5
5613;2025-05-06;17:15;Espresso Duplo;3;Shopping;Regular;24.0
5614;2025-01-27;16:21;Suco de Laranja;1;Shopping;Regular;6.0
5615;2025-03-04;18:24;Cappuccino;3;Centro;Regular;21.0
5616;2025-03-22;15:13;Cappuccino;1;Centro;Regular;7.0
5617;2025-08-04;19:01;Café Espresso;1;Shopping;Regular;5.5
5618;2025-08-24;11:12;Bolo de Chocolate;2;Rodoviária;Regular;17.0
5619;2025-03-18;08:29;Pão de Queijo;1;Centro;Regular;4.0
5620;2025-08-19;07:53;Café Espresso;2;Shopping;Regular;11.0
5621;2025-08-19;09:20;Café Espresso;2;Centro;Novo;11.0
5622;2025-07-23;10:18;Café Espresso;1;Universidade;Novo;5.5
5623;2025-02-06;17:03;Pingado;1;Universidade;Regular;3.5
5624;2025-07-01;08:54;Salgado;3;Centro;Novo;21.0
5625;2025-09-14;20:00;Cappuccino;1;Shopping;Regular;7.0
5626;2025-06-29;20:15;Espresso Duplo;3;Rodoviária;Novo;24.0
5627;2025-03-25;11:19;Bolo de Chocolate;3;Shopping;Regular;25.5
5628;2025-05-10;06:16;Suco de Laranja;1;Centro;Regular;6.0
5629;2025-06-19;10:04;Bolo de Chocolate;3;Centro;Novo;25.5
5630;2025-05-12;15:38;Suco de Laranja;2;Rodoviária;Novo;12.0
5631;2025-01-30;18:43;Café Espresso;2;Shopping;Novo;11.0
5632;2025-03-20;09:29;Pão de Queijo;1;Shopping;Regular;4.0
5633;2025-08-02;14:03;Sanduíche Natural;1;Centro;Regular;12.0
5634;2025-08-20;12:20;Café Espresso;1;Rodoviária;Regular;5.5
5635;2025-02-04;20:20;Café Espresso;2;Shopping;Corporativo;11.0
5636;2025-09-16;11:23;Café Espresso;3;Centro;Regular;16.5
5637;2025-03-25;20:52;Cappuccino;2;Centro;Novo;14.0
5638;2025-06-23;20:18;Café Espresso;3;Rodoviária;Corporativo;16.5
5639;2025-07-19;11:11;Bolo de Chocolate;3;Universidade;Regular;25.5
5640;2025-08-05;19:49;Cappuccino;1;Centro;Novo;7.0
5641;2025-09-14;17:11;Café Espresso;1;Shopping;Regular;5.5
5642;2025-03-21;13:55;Chá Gelado;1;Shopping;Regular;6.5
5643;2025-08-19;20:18;Bolo de Chocolate;2;Universidade;Novo;17.0
5644;2025-02-02;17:39;Café Espresso;2;Centro;Regular;11.0
5645;2025-07-05;14:04;Cappuccino;2;Shopping;Regular;14.0
5646;2025-07-16;10:05;Suco de Laranja;1;Centro;Regular;6.0
5647;2025-06-28;12:02;Salgado;1;Centro;Novo;7.0
5648;2025-03-05;10:32;Café Espresso;3;Centro;Regular;16.5
5649;2025-08-23;16:57;Chá Gelado;3;Centro;Regular;19.5
5650;2025-02-12;10:19;Salgado;1;Centro;Regular;7.0
5651;2025-01-14;06:38;Sanduíche Natural;2;Universidade;Corporativo;24.0
5652;2025-07-09;20:16;Café Espresso;1;Universidade;Novo;5.5
5653;2025-05-03;18:07;Café Espresso;2;Centro;Regular;11.0
5654;2025-08-16;19:25;Cappuccino;1;Universidade;Regular;7.0
5655;2025-04-08;17:33;Café Espresso;1;Universidade;Regular;5.5
5656;2025-02-11;15:12;Café Espresso;3;Centro;Regular;16.5
5657;2025-08-12;17:36;Café Espresso;2;Centro;Regular;11.0
5658;2025-05-23;18:37;Suco de Laranja;2;Shopping;Regular;12.0
5659;2025-02-17;14:46;Café Espresso;1;Shopping;Regular;5.5
5660;2025-07-10;19:22;Café Espresso;3;Universidade;Novo;16.5
5661;2025-05-12;11:20;Espresso Duplo;1;Shopping;Corporativo;8.0
5662;2025-06-07;11:29;Café Espresso;1;Centro;Regular;5.5
5663;2025-04-29;16:03;Pão de Queijo;2;Universidade;Regular;8.0
5664;2025-08-10;06:46;Bolo de Chocolate;1;Centro;Novo;8.5
5665;2025-08-10;17:08;Espresso Duplo;3;Centro;Corporativo;24.0
5666;2025-07-07;16:36;Chá Gelado;1;Universidade;Regular;6.5
5667;2025-01-27;13:06;Cappuccino;3;Universidade;Corporativo;21.0
5668;2025-08-13;13:32;Espresso Duplo;2;Centro;Novo;16.0
5669;2025-06-26;14:00;Cappuccino;2;Centro;Regular;14.0
5670;2025-07-03;08:39;Bolo de Chocolate;1;Universidade;Regular;8.5
5671;2025-04-03;17:42;Cappuccino;3;Rodoviária;Novo;21.0
5672;2025-08-25;06:45;Bolo de Chocolate;2;Rodoviária;Regular;17.0
5673;2025-07-11;06:37;Pão de Queijo;3;Centro;Regular;12.0
5674;2025-01-28;10:26;Bolo de Chocolate;2;Centro;Regular;17.0
